point_id,fire_date,image_date,longitude,latitude,NDVI,NDWI,NBR,NDRE,VV,VH
2024266_+72068+17462,2024-09-22T00:00:00,2024-06-01T00:00:00,73.62971306942863,31.119287931043342,,,,,-14.336955824895945,-36.60761739711682
2024266_+72068+17563,2024-09-22T00:00:00,2024-06-01T00:00:00,73.36914059998006,30.78338207268677,,,,,-9.774373264326384,-19.44060799934188
2024266_+72093+17709,2024-09-22T00:00:00,2024-06-01T00:00:00,73.09932596359911,30.28736096732186,,,,,-7.2465740022718865,-16.175401471561905
2024266_+72221+17602,2024-09-22T00:00:00,2024-06-01T00:00:00,73.87114334132164,30.64652712885545,,,,,-9.456290605826892,-18.366818458068256
2024266_+72226+17518,2024-09-22T00:00:00,2024-06-01T00:00:00,74.10874645379702,30.929813115417154,,,,,-11.12802673690975,-24.659246534412897
2024268_+72167+17548,2024-09-24T00:00:00,2024-06-01T00:00:00,73.79881766270307,30.828639548787972,,,,,-9.887781532991703,-20.91820733336069
2024268_+72194+17632,2024-09-24T00:00:00,2024-06-01T00:00:00,73.68976307876378,30.546102996053154,,,,,-12.064561369071658,-26.091361385254537
2024269_+71900+17160,2024-09-25T00:00:00,2024-06-01T00:00:00,73.77487845734412,32.137151010525365,,,,,-11.96468687340808,-48.666887383809694
2024269_+72123+17657,2024-09-25T00:00:00,2024-06-01T00:00:00,73.3459992026156,30.462728482812437,,,,,-10.486280216297871,-20.125891215502957
2024269_+72140+17632,2024-09-25T00:00:00,2024-06-01T00:00:00,73.47235737927014,30.541981110005295,,,,,-11.89186299739006,-36.562781829687715
2024269_+72157+17588,2024-09-25T00:00:00,2024-06-01T00:00:00,73.65753991702765,30.695427686059546,,,,,-10.401783191360135,-18.58042273598977
2024269_+72165+17639,2024-09-25T00:00:00,2024-06-01T00:00:00,73.5569719603348,30.516687718348003,,,,,-8.953684216704811,-22.93881098415052
2024269_+72192+17652,2024-09-25T00:00:00,2024-06-01T00:00:00,73.63200980221579,30.483352325240688,,,,,-11.13738463221078,-21.452392849488533
2024269_+72212+17605,2024-09-25T00:00:00,2024-06-01T00:00:00,73.82746778964709,30.638095998303015,,,,,-9.527471897804816,-29.89860584376478
2024269_+72249+17390,2024-09-25T00:00:00,2024-06-01T00:00:00,74.53714021544923,31.36317322581214,,,,,-11.306297281375603,-18.891971818820462
2024271_+71727+17469,2024-09-27T00:00:00,2024-06-01T00:00:00,72.27211482031646,31.09506327424481,,,,,-10.418475779852503,-18.948848274010594
2024273_+71579+17936,2024-09-29T00:00:00,2024-06-01T00:00:00,70.54648376216662,29.520128087050587,,,,,-8.545068173855244,-19.730460559808563
2024274_+72103+17637,2024-09-30T00:00:00,2024-06-01T00:00:00,73.31729220614396,30.528491301121402,,,,,-8.88817597417417,-21.6719039213279
2024274_+72132+17679,2024-09-30T00:00:00,2024-06-01T00:00:00,73.32611552347468,30.386848307840555,,,,,-8.544237301804777,-17.465251805996875
2024276_+72053+17850,2024-10-02T00:00:00,2024-06-01T00:00:00,72.59372723941507,29.81184520416472,,,,,-9.500753263969221,-22.009068559860673
2024276_+72123+17279,2024-10-02T00:00:00,2024-06-01T00:00:00,74.33711620913948,31.7375154223401,,,,,-14.709176059350042,-25.805033406019003
2024276_+72128+17625,2024-10-02T00:00:00,2024-06-01T00:00:00,73.44322936938349,30.565588275552106,,,,,-10.310289961772941,-18.270424976598132
2024276_+72140+17605,2024-10-02T00:00:00,2024-06-01T00:00:00,73.55464778780701,30.639107733969304,,,,,-10.040443910188745,-19.377022544461312
2024276_+72194+17669,2024-10-02T00:00:00,2024-06-01T00:00:00,73.59391830595288,30.42057283005028,,,,,-8.572777253415136,-17.821609843942714
2024276_+72199+17632,2024-10-02T00:00:00,2024-06-01T00:00:00,73.70820469858504,30.54460412839938,,,,,-10.62038917309404,-23.599691560285606
2024276_+72202+17669,2024-10-02T00:00:00,2024-06-01T00:00:00,73.62911597108673,30.42057283005028,,,,,-8.210579699645969,-17.704883924625705
2024276_+72207+17691,2024-10-02T00:00:00,2024-06-01T00:00:00,73.58691346536071,30.34637888118888,,,,,-15.620114484323159,-22.516891389255303
